snapshot_date,customer_id,product_propensity_feature_set,customer_value_score,intent_signal_score,engagement_score,timing_score,relationship_score,sales_suppression_flag
2026-08-31,CUS00000018,"{""CREDIT_CARD"": 0.577, ""LOAN"": 0.518, ""DEPOSIT"": 0.402, ""INVESTMENT"": 0.463}",31.14,70.64,33.66,66.52,38.93,False
2026-08-31,CUS00000019,"{""CREDIT_CARD"": 0.578, ""LOAN"": 0.507, ""DEPOSIT"": 0.369, ""INVESTMENT"": 0.338}",13.05,72.4,0.0,73.27,45.25,False
2026-08-31,CUS00000020,"{""CREDIT_CARD"": 0.663, ""LOAN"": 0.478, ""DEPOSIT"": 0.506, ""INVESTMENT"": 0.849}",100.0,72.66,92.55,75.21,90.18,False
2026-08-31,CUS00000021,"{""CREDIT_CARD"": 0.652, ""LOAN"": 0.422, ""DEPOSIT"": 0.339, ""INVESTMENT"": 0.387}",15.51,65.01,2.6,57.24,23.75,False
2026-08-31,CUS00000022,"{""CREDIT_CARD"": 0.545, ""LOAN"": 0.53, ""DEPOSIT"": 0.445, ""INVESTMENT"": 0.367}",3.31,69.65,41.61,60.61,44.45,True
2026-08-31,CUS00000023,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.789, ""DEPOSIT"": 0.236, ""INVESTMENT"": 0.273}",42.75,83.88,93.19,73.08,88.23,False
2026-08-31,CUS00000024,"{""CREDIT_CARD"": 0.576, ""LOAN"": 0.478, ""DEPOSIT"": 0.415, ""INVESTMENT"": 0.368}",33.65,64.64,55.93,63.16,79.26,False
2026-08-31,CUS00000025,"{""CREDIT_CARD"": 0.791, ""LOAN"": 0.579, ""DEPOSIT"": 0.532, ""INVESTMENT"": 0.882}",100.0,76.01,90.24,79.63,99.51,False
2026-08-31,CUS00000026,"{""CREDIT_CARD"": 0.54, ""LOAN"": 0.536, ""DEPOSIT"": 0.408, ""INVESTMENT"": 0.492}",42.07,84.51,0.0,69.69,84.53,False
2026-08-31,CUS00000027,"{""CREDIT_CARD"": 0.321, ""LOAN"": 0.084, ""DEPOSIT"": 0.24, ""INVESTMENT"": 0.216}",2.92,51.3,0.0,42.67,49.92,True
2026-08-31,CUS00000028,"{""CREDIT_CARD"": 0.427, ""LOAN"": 0.224, ""DEPOSIT"": 0.222, ""INVESTMENT"": 0.211}",14.16,66.98,0.0,64.44,56.94,False
2026-08-31,CUS00000029,"{""CREDIT_CARD"": 0.663, ""LOAN"": 0.579, ""DEPOSIT"": 0.504, ""INVESTMENT"": 0.699}",61.7,83.16,74.6,75.76,93.53,False
2026-08-31,CUS00000030,"{""CREDIT_CARD"": 0.608, ""LOAN"": 0.355, ""DEPOSIT"": 0.383, ""INVESTMENT"": 0.3}",32.45,49.03,36.67,43.33,70.89,False
2026-08-31,CUS00000031,"{""CREDIT_CARD"": 0.608, ""LOAN"": 0.497, ""DEPOSIT"": 0.524, ""INVESTMENT"": 0.712}",86.91,72.7,100.0,73.88,84.02,False
2026-08-31,CUS00000032,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.942, ""DEPOSIT"": 0.089, ""INVESTMENT"": 0.245}",33.49,64.24,73.76,62.63,59.89,True
2026-08-31,CUS00000033,"{""CREDIT_CARD"": 0.989, ""LOAN"": 0.932, ""DEPOSIT"": 0.265, ""INVESTMENT"": 0.347}",28.4,62.81,86.84,55.49,54.48,False
2026-08-31,CUS00000034,"{""CREDIT_CARD"": 0.45, ""LOAN"": 0.506, ""DEPOSIT"": 0.337, ""INVESTMENT"": 0.377}",10.34,67.59,0.0,59.49,46.05,True
2026-08-31,CUS00000035,"{""CREDIT_CARD"": 0.966, ""LOAN"": 0.902, ""DEPOSIT"": 0.198, ""INVESTMENT"": 0.312}",25.54,62.07,16.86,57.93,69.56,True
2026-08-31,CUS00000036,"{""CREDIT_CARD"": 0.651, ""LOAN"": 0.483, ""DEPOSIT"": 0.411, ""INVESTMENT"": 0.317}",17.87,69.68,32.69,65.78,45.99,False
2026-08-31,CUS00000037,"{""CREDIT_CARD"": 0.357, ""LOAN"": 0.077, ""DEPOSIT"": 0.254, ""INVESTMENT"": 0.197}",5.46,64.74,0.0,54.84,40.72,False
2026-08-31,CUS00000038,"{""CREDIT_CARD"": 0.679, ""LOAN"": 0.529, ""DEPOSIT"": 0.491, ""INVESTMENT"": 0.849}",100.0,75.17,100.0,60.16,95.13,False
2026-08-31,CUS00000039,"{""CREDIT_CARD"": 0.857, ""LOAN"": 0.552, ""DEPOSIT"": 0.529, ""INVESTMENT"": 0.943}",100.0,89.03,66.03,77.5,75.57,False
2026-08-31,CUS00000040,"{""CREDIT_CARD"": 0.829, ""LOAN"": 0.553, ""DEPOSIT"": 0.514, ""INVESTMENT"": 0.818}",100.0,67.2,96.53,55.71,86.87,False
2026-08-31,CUS00000041,"{""CREDIT_CARD"": 0.88, ""LOAN"": 0.451, ""DEPOSIT"": 0.431, ""INVESTMENT"": 0.461}",44.94,62.87,100.0,51.07,96.09,True
2026-08-31,CUS00000042,"{""CREDIT_CARD"": 0.508, ""LOAN"": 0.475, ""DEPOSIT"": 0.602, ""INVESTMENT"": 0.304}",10.45,99.0,40.95,84.58,62.39,False
2026-08-31,CUS00000043,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.208, ""INVESTMENT"": 0.22}",38.78,63.99,93.45,51.8,82.81,False
2026-08-31,CUS00000044,"{""CREDIT_CARD"": 0.605, ""LOAN"": 0.478, ""DEPOSIT"": 0.322, ""INVESTMENT"": 0.385}",11.33,81.4,13.2,69.71,57.78,False
2026-08-31,CUS00000045,"{""CREDIT_CARD"": 0.829, ""LOAN"": 0.59, ""DEPOSIT"": 0.593, ""INVESTMENT"": 0.852}",100.0,70.2,72.11,69.76,100.0,False
2026-08-31,CUS00000046,"{""CREDIT_CARD"": 0.581, ""LOAN"": 0.475, ""DEPOSIT"": 0.34, ""INVESTMENT"": 0.359}",5.58,71.09,26.05,59.29,51.2,False
2026-08-31,CUS00000047,"{""CREDIT_CARD"": 0.556, ""LOAN"": 0.511, ""DEPOSIT"": 0.446, ""INVESTMENT"": 0.368}",14.86,81.47,33.93,77.49,32.59,False
2026-08-31,CUS00000048,"{""CREDIT_CARD"": 0.652, ""LOAN"": 0.491, ""DEPOSIT"": 0.371, ""INVESTMENT"": 0.297}",12.22,81.31,0.0,77.05,53.29,False
2026-08-31,CUS00000049,"{""CREDIT_CARD"": 0.308, ""LOAN"": 0.129, ""DEPOSIT"": 0.264, ""INVESTMENT"": 0.202}",7.74,54.92,0.0,49.34,30.67,True
2026-08-31,CUS00000050,"{""CREDIT_CARD"": 0.688, ""LOAN"": 0.55, ""DEPOSIT"": 0.607, ""INVESTMENT"": 0.312}",37.36,69.48,38.38,57.19,85.45,False
2026-08-31,CUS00000051,"{""CREDIT_CARD"": 0.785, ""LOAN"": 0.554, ""DEPOSIT"": 0.608, ""INVESTMENT"": 0.888}",100.0,63.25,92.27,66.14,76.0,False
2026-08-31,CUS00000052,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.234, ""INVESTMENT"": 0.246}",38.47,65.32,69.81,58.06,61.59,False
2026-08-31,CUS00000053,"{""CREDIT_CARD"": 0.858, ""LOAN"": 0.56, ""DEPOSIT"": 0.619, ""INVESTMENT"": 0.883}",89.64,67.7,99.15,69.85,76.36,False
2026-08-31,CUS00000054,"{""CREDIT_CARD"": 0.912, ""LOAN"": 0.406, ""DEPOSIT"": 0.433, ""INVESTMENT"": 0.515}",14.65,70.64,100.0,65.4,57.99,True
2026-08-31,CUS00000055,"{""CREDIT_CARD"": 0.287, ""LOAN"": 0.252, ""DEPOSIT"": 0.164, ""INVESTMENT"": 0.11}",22.81,66.77,0.0,68.97,34.92,True
2026-08-31,CUS00000056,"{""CREDIT_CARD"": 0.754, ""LOAN"": 0.48, ""DEPOSIT"": 0.404, ""INVESTMENT"": 0.48}",34.08,76.63,100.0,66.63,64.95,False
2026-08-31,CUS00000057,"{""CREDIT_CARD"": 0.467, ""LOAN"": 0.493, ""DEPOSIT"": 0.34, ""INVESTMENT"": 0.399}",15.48,79.59,23.48,73.86,75.99,True
2026-08-31,CUS00000058,"{""CREDIT_CARD"": 0.871, ""LOAN"": 0.882, ""DEPOSIT"": 0.142, ""INVESTMENT"": 0.349}",28.09,74.89,89.58,71.3,63.54,False
2026-08-31,CUS00000059,"{""CREDIT_CARD"": 0.37, ""LOAN"": 0.143, ""DEPOSIT"": 0.303, ""INVESTMENT"": 0.203}",2.55,44.22,0.0,44.82,40.24,False
2026-08-31,CUS00000060,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.958, ""DEPOSIT"": 0.197, ""INVESTMENT"": 0.258}",27.47,78.78,88.08,82.11,66.56,True
2026-08-31,CUS00000061,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.95, ""DEPOSIT"": 0.292, ""INVESTMENT"": 0.258}",39.45,87.68,80.42,78.35,71.0,False
2026-08-31,CUS00000062,"{""CREDIT_CARD"": 0.255, ""LOAN"": 0.379, ""DEPOSIT"": 0.301, ""INVESTMENT"": 0.148}",13.27,67.53,0.0,63.77,60.58,False
2026-08-31,CUS00000063,"{""CREDIT_CARD"": 0.691, ""LOAN"": 0.544, ""DEPOSIT"": 0.382, ""INVESTMENT"": 0.447}",64.0,62.63,0.32,51.79,69.41,False
2026-08-31,CUS00000064,"{""CREDIT_CARD"": 0.746, ""LOAN"": 0.479, ""DEPOSIT"": 0.376, ""INVESTMENT"": 0.498}",24.47,65.29,100.0,57.73,58.19,False
2026-08-31,CUS00000065,"{""CREDIT_CARD"": 0.693, ""LOAN"": 0.502, ""DEPOSIT"": 0.436, ""INVESTMENT"": 0.912}",78.44,74.12,97.54,69.31,87.81,True
2026-08-31,CUS00000066,"{""CREDIT_CARD"": 0.776, ""LOAN"": 0.485, ""DEPOSIT"": 0.511, ""INVESTMENT"": 0.429}",34.38,76.24,100.0,78.39,87.93,False
2026-08-31,CUS00000067,"{""CREDIT_CARD"": 0.65, ""LOAN"": 0.523, ""DEPOSIT"": 0.583, ""INVESTMENT"": 0.897}",86.23,78.95,100.0,81.48,82.36,False
2026-08-31,CUS00000068,"{""CREDIT_CARD"": 0.639, ""LOAN"": 0.456, ""DEPOSIT"": 0.506, ""INVESTMENT"": 0.336}",17.65,73.96,21.4,65.75,58.36,True
2026-08-31,CUS00000069,"{""CREDIT_CARD"": 0.296, ""LOAN"": 0.121, ""DEPOSIT"": 0.205, ""INVESTMENT"": 0.212}",14.32,36.63,0.0,33.48,49.32,False
2026-08-31,CUS00000070,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.177, ""INVESTMENT"": 0.336}",30.77,67.55,17.3,62.06,86.86,True
2026-08-31,CUS00000071,"{""CREDIT_CARD"": 0.876, ""LOAN"": 0.564, ""DEPOSIT"": 0.645, ""INVESTMENT"": 0.889}",93.88,71.8,89.28,67.98,84.25,False
2026-08-31,CUS00000072,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.249, ""INVESTMENT"": 0.258}",38.36,82.92,11.76,77.93,90.68,False
2026-08-31,CUS00000073,"{""CREDIT_CARD"": 0.676, ""LOAN"": 0.312, ""DEPOSIT"": 0.464, ""INVESTMENT"": 0.457}",38.32,65.65,39.07,68.25,58.29,False
2026-08-31,CUS00000074,"{""CREDIT_CARD"": 0.447, ""LOAN"": 0.29, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.947}",71.82,99.0,95.17,83.47,100.0,False
2026-08-31,CUS00000075,"{""CREDIT_CARD"": 0.515, ""LOAN"": 0.472, ""DEPOSIT"": 0.386, ""INVESTMENT"": 0.382}",15.89,72.01,57.06,74.5,65.37,False
2026-08-31,CUS00000076,"{""CREDIT_CARD"": 0.904, ""LOAN"": 0.489, ""DEPOSIT"": 0.447, ""INVESTMENT"": 0.376}",31.03,64.11,100.0,66.75,54.58,False
2026-08-31,CUS00000077,"{""CREDIT_CARD"": 0.888, ""LOAN"": 0.446, ""DEPOSIT"": 0.43, ""INVESTMENT"": 0.511}",21.49,76.46,100.0,67.31,66.21,True
2026-08-31,CUS00000078,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.225, ""INVESTMENT"": 0.337}",39.37,69.75,99.71,71.21,93.51,False
2026-08-31,CUS00000079,"{""CREDIT_CARD"": 0.722, ""LOAN"": 0.498, ""DEPOSIT"": 0.368, ""INVESTMENT"": 0.285}",12.14,66.08,29.11,60.06,44.72,False
2026-08-31,CUS00000080,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.981, ""DEPOSIT"": 0.139, ""INVESTMENT"": 0.409}",63.32,82.06,19.22,69.55,53.56,False
2026-08-31,CUS00000081,"{""CREDIT_CARD"": 0.797, ""LOAN"": 0.425, ""DEPOSIT"": 0.424, ""INVESTMENT"": 0.542}",33.56,76.04,100.0,67.51,84.47,False
2026-08-31,CUS00000082,"{""CREDIT_CARD"": 0.239, ""LOAN"": 0.121, ""DEPOSIT"": 0.247, ""INVESTMENT"": 0.225}",0.0,55.98,0.0,46.78,28.74,False
2026-08-31,CUS00000083,"{""CREDIT_CARD"": 0.362, ""LOAN"": 0.125, ""DEPOSIT"": 0.215, ""INVESTMENT"": 0.317}",23.3,55.16,0.0,57.7,31.13,False
2026-08-31,CUS00000084,"{""CREDIT_CARD"": 0.483, ""LOAN"": 0.519, ""DEPOSIT"": 0.44, ""INVESTMENT"": 0.318}",22.42,70.36,2.44,58.46,51.29,False
2026-08-31,CUS00000085,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.888, ""DEPOSIT"": 0.264, ""INVESTMENT"": 0.302}",38.61,82.01,88.25,67.86,67.67,False
2026-08-31,CUS00000086,"{""CREDIT_CARD"": 0.771, ""LOAN"": 0.499, ""DEPOSIT"": 0.413, ""INVESTMENT"": 0.43}",33.08,73.44,100.0,64.28,32.11,True
2026-08-31,CUS00000087,"{""CREDIT_CARD"": 0.475, ""LOAN"": 0.386, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.942}",44.07,68.02,76.31,60.37,79.7,False
2026-08-31,CUS00000088,"{""CREDIT_CARD"": 0.921, ""LOAN"": 0.582, ""DEPOSIT"": 0.359, ""INVESTMENT"": 0.52}",48.42,68.54,100.0,70.13,76.43,False
2026-08-31,CUS00000089,"{""CREDIT_CARD"": 0.752, ""LOAN"": 0.493, ""DEPOSIT"": 0.566, ""INVESTMENT"": 0.883}",86.39,71.81,95.3,57.86,98.16,False
2026-08-31,CUS00000090,"{""CREDIT_CARD"": 0.767, ""LOAN"": 0.476, ""DEPOSIT"": 0.557, ""INVESTMENT"": 0.876}",86.27,67.02,18.15,54.32,100.0,False
2026-08-31,CUS00000091,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.954, ""DEPOSIT"": 0.296, ""INVESTMENT"": 0.424}",45.72,69.68,72.97,61.25,51.93,False
2026-08-31,CUS00000092,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.976, ""DEPOSIT"": 0.216, ""INVESTMENT"": 0.27}",29.11,80.5,98.36,73.54,83.98,False
2026-08-31,CUS00000093,"{""CREDIT_CARD"": 0.561, ""LOAN"": 0.446, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.99}",62.78,92.39,62.32,93.47,67.99,False
2026-08-31,CUS00000094,"{""CREDIT_CARD"": 0.84, ""LOAN"": 0.528, ""DEPOSIT"": 0.363, ""INVESTMENT"": 0.412}",15.85,72.5,100.0,69.07,56.55,False
2026-08-31,CUS00000095,"{""CREDIT_CARD"": 0.887, ""LOAN"": 0.536, ""DEPOSIT"": 0.437, ""INVESTMENT"": 0.406}",28.81,73.54,100.0,68.25,77.89,False
2026-08-31,CUS00000096,"{""CREDIT_CARD"": 0.437, ""LOAN"": 0.278, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.906}",62.68,99.0,94.02,99.15,87.41,False
2026-08-31,CUS00000097,"{""CREDIT_CARD"": 0.425, ""LOAN"": 0.191, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.802}",59.54,96.49,12.92,86.87,82.26,False
2026-08-31,CUS00000098,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.866, ""DEPOSIT"": 0.19, ""INVESTMENT"": 0.147}",24.04,87.95,96.67,72.78,66.37,False
2026-08-31,CUS00000099,"{""CREDIT_CARD"": 0.814, ""LOAN"": 0.448, ""DEPOSIT"": 0.355, ""INVESTMENT"": 0.556}",21.0,74.31,100.0,74.92,64.03,True
2026-08-31,CUS00000100,"{""CREDIT_CARD"": 0.515, ""LOAN"": 0.349, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.99}",73.69,94.65,94.32,81.55,95.76,False
2026-08-31,CUS00000101,"{""CREDIT_CARD"": 0.757, ""LOAN"": 0.52, ""DEPOSIT"": 0.518, ""INVESTMENT"": 0.74}",59.29,87.55,96.96,91.88,67.64,True
2026-08-31,CUS00000102,"{""CREDIT_CARD"": 0.503, ""LOAN"": 0.247, ""DEPOSIT"": 0.96, ""INVESTMENT"": 0.949}",67.1,99.0,14.73,97.03,86.61,False
2026-08-31,CUS00000103,"{""CREDIT_CARD"": 0.886, ""LOAN"": 0.515, ""DEPOSIT"": 0.434, ""INVESTMENT"": 0.594}",51.92,75.7,100.0,79.26,60.66,False
2026-08-31,CUS00000104,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.936, ""DEPOSIT"": 0.292, ""INVESTMENT"": 0.218}",37.13,77.63,93.36,71.78,92.34,True
2026-08-31,CUS00000105,"{""CREDIT_CARD"": 0.741, ""LOAN"": 0.515, ""DEPOSIT"": 0.412, ""INVESTMENT"": 0.428}",21.46,64.26,100.0,51.68,92.77,False
2026-08-31,CUS00000106,"{""CREDIT_CARD"": 0.88, ""LOAN"": 0.493, ""DEPOSIT"": 0.371, ""INVESTMENT"": 0.494}",37.47,70.69,100.0,68.8,75.54,False
2026-08-31,CUS00000107,"{""CREDIT_CARD"": 0.343, ""LOAN"": 0.223, ""DEPOSIT"": 0.314, ""INVESTMENT"": 0.211}",21.61,68.64,0.0,59.11,55.16,False
2026-08-31,CUS00000108,"{""CREDIT_CARD"": 0.295, ""LOAN"": 0.121, ""DEPOSIT"": 0.282, ""INVESTMENT"": 0.16}",18.45,41.93,1.73,36.09,45.77,True
2026-08-31,CUS00000109,"{""CREDIT_CARD"": 0.36, ""LOAN"": 0.155, ""DEPOSIT"": 0.249, ""INVESTMENT"": 0.293}",26.44,58.02,0.0,48.88,52.99,True
2026-08-31,CUS00000110,"{""CREDIT_CARD"": 0.713, ""LOAN"": 0.289, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.99}",76.39,98.23,95.75,97.31,77.5,False
2026-08-31,CUS00000111,"{""CREDIT_CARD"": 0.577, ""LOAN"": 0.549, ""DEPOSIT"": 0.404, ""INVESTMENT"": 0.302}",17.44,63.94,50.27,51.89,87.45,True
2026-08-31,CUS00000112,"{""CREDIT_CARD"": 0.932, ""LOAN"": 0.497, ""DEPOSIT"": 0.338, ""INVESTMENT"": 0.426}",22.83,88.13,100.0,85.57,57.86,False
2026-08-31,CUS00000113,"{""CREDIT_CARD"": 0.491, ""LOAN"": 0.334, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.852}",53.3,71.56,70.83,70.86,88.93,False
2026-08-31,CUS00000114,"{""CREDIT_CARD"": 0.865, ""LOAN"": 0.542, ""DEPOSIT"": 0.489, ""INVESTMENT"": 0.406}",40.64,82.07,100.0,70.89,65.93,True
2026-08-31,CUS00000115,"{""CREDIT_CARD"": 0.566, ""LOAN"": 0.34, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.95}",64.1,99.0,91.7,85.24,63.79,False
2026-08-31,CUS00000116,"{""CREDIT_CARD"": 0.928, ""LOAN"": 0.542, ""DEPOSIT"": 0.404, ""INVESTMENT"": 0.402}",27.97,66.23,100.0,58.0,50.62,True
2026-08-31,CUS00000117,"{""CREDIT_CARD"": 0.346, ""LOAN"": 0.218, ""DEPOSIT"": 0.257, ""INVESTMENT"": 0.401}",30.38,57.71,5.31,47.97,51.82,True
2026-08-31,CUS00000118,"{""CREDIT_CARD"": 0.679, ""LOAN"": 0.477, ""DEPOSIT"": 0.397, ""INVESTMENT"": 0.39}",30.76,89.11,20.19,75.3,56.05,False
2026-08-31,CUS00000119,"{""CREDIT_CARD"": 0.601, ""LOAN"": 0.505, ""DEPOSIT"": 0.392, ""INVESTMENT"": 0.308}",19.1,69.45,29.55,70.58,58.87,False
2026-08-31,CUS00000120,"{""CREDIT_CARD"": 0.985, ""LOAN"": 0.506, ""DEPOSIT"": 0.439, ""INVESTMENT"": 0.569}",46.37,74.36,100.0,77.91,51.76,False
2026-08-31,CUS00000121,"{""CREDIT_CARD"": 0.788, ""LOAN"": 0.495, ""DEPOSIT"": 0.414, ""INVESTMENT"": 0.455}",27.64,84.15,100.0,85.18,52.07,False
2026-08-31,CUS00000122,"{""CREDIT_CARD"": 0.555, ""LOAN"": 0.487, ""DEPOSIT"": 0.439, ""INVESTMENT"": 0.254}",14.59,71.15,45.37,69.21,73.1,False
2026-08-31,CUS00000123,"{""CREDIT_CARD"": 0.705, ""LOAN"": 0.342, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.99}",90.29,98.8,11.85,88.61,80.66,True
2026-08-31,CUS00000124,"{""CREDIT_CARD"": 0.66, ""LOAN"": 0.434, ""DEPOSIT"": 0.415, ""INVESTMENT"": 0.333}",20.88,77.87,30.89,78.97,46.22,False
2026-08-31,CUS00000125,"{""CREDIT_CARD"": 0.931, ""LOAN"": 0.576, ""DEPOSIT"": 0.446, ""INVESTMENT"": 0.42}",32.52,70.93,100.0,68.3,56.25,True
2026-08-31,CUS00000126,"{""CREDIT_CARD"": 0.9, ""LOAN"": 0.573, ""DEPOSIT"": 0.543, ""INVESTMENT"": 0.845}",74.85,72.31,93.46,72.98,100.0,False
2026-08-31,CUS00000127,"{""CREDIT_CARD"": 0.688, ""LOAN"": 0.535, ""DEPOSIT"": 0.562, ""INVESTMENT"": 0.794}",66.08,75.91,98.62,74.15,97.72,False
2026-08-31,CUS00000128,"{""CREDIT_CARD"": 0.725, ""LOAN"": 0.548, ""DEPOSIT"": 0.414, ""INVESTMENT"": 0.263}",16.98,88.3,0.0,89.28,54.05,False
2026-08-31,CUS00000129,"{""CREDIT_CARD"": 0.661, ""LOAN"": 0.61, ""DEPOSIT"": 0.564, ""INVESTMENT"": 0.907}",100.0,85.52,93.15,69.47,70.65,False
2026-08-31,CUS00000130,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.941, ""DEPOSIT"": 0.195, ""INVESTMENT"": 0.334}",31.27,70.46,92.3,58.99,44.63,False
2026-08-31,CUS00000131,"{""CREDIT_CARD"": 0.597, ""LOAN"": 0.312, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.943}",62.12,99.0,94.76,85.31,100.0,False
2026-08-31,CUS00000132,"{""CREDIT_CARD"": 0.974, ""LOAN"": 0.99, ""DEPOSIT"": 0.203, ""INVESTMENT"": 0.233}",17.45,82.31,58.73,75.93,58.57,True
2026-08-31,CUS00000133,"{""CREDIT_CARD"": 0.516, ""LOAN"": 0.381, ""DEPOSIT"": 0.804, ""INVESTMENT"": 0.99}",60.64,65.47,95.44,57.89,100.0,False
2026-08-31,CUS00000134,"{""CREDIT_CARD"": 0.341, ""LOAN"": 0.28, ""DEPOSIT"": 0.286, ""INVESTMENT"": 0.247}",18.27,75.27,6.79,68.52,42.96,False
2026-08-31,CUS00000135,"{""CREDIT_CARD"": 0.744, ""LOAN"": 0.62, ""DEPOSIT"": 0.422, ""INVESTMENT"": 0.915}",100.0,86.84,92.77,71.05,70.59,False
2026-08-31,CUS00000136,"{""CREDIT_CARD"": 0.552, ""LOAN"": 0.353, ""DEPOSIT"": 0.362, ""INVESTMENT"": 0.346}",12.25,43.42,0.21,44.66,62.01,False
2026-08-31,CUS00000137,"{""CREDIT_CARD"": 0.648, ""LOAN"": 0.523, ""DEPOSIT"": 0.388, ""INVESTMENT"": 0.344}",17.03,63.16,1.5,61.9,49.51,False
