customer_id,product_id,open_date,status,balance
CUS00003308,PR001,2025-11-13,ACTIVE,56301568.17
CUS00003310,PR001,2025-04-07,ACTIVE,36784947.03
CUS00003316,PR001,2021-08-08,ACTIVE,40792902.24
CUS00003319,PR001,2021-08-01,ACTIVE,75568697.66
CUS00003321,PR001,2025-01-29,ACTIVE,184235768.13
CUS00003333,PR001,2021-10-07,ACTIVE,58459534.5
CUS00003351,PR001,2025-05-12,ACTIVE,109450950.54
CUS00003353,PR001,2025-09-13,ACTIVE,55829086.46
CUS00003372,PR001,2024-01-21,ACTIVE,47764739.49
CUS00003377,PR001,2023-10-15,ACTIVE,42292269.57
CUS00003394,PR001,2024-05-22,ACTIVE,95705948.14
CUS00003397,PR001,2021-12-18,ACTIVE,35924151.44
CUS00003410,PR001,2022-01-20,ACTIVE,97287298.5
CUS00003419,PR001,2024-02-24,ACTIVE,40473150.07
CUS00003439,PR001,2023-12-21,ACTIVE,106635528.77
CUS00003443,PR001,2023-01-02,ACTIVE,58304151.47
CUS00003453,PR001,2023-05-19,ACTIVE,46361579.86
CUS00003454,PR001,2024-10-30,ACTIVE,50684637.55
CUS00003459,PR001,2025-10-01,ACTIVE,53666046.4
CUS00003463,PR001,2024-06-25,ACTIVE,34311513.72
CUS00003492,PR001,2024-08-31,ACTIVE,12470609.4
CUS00003503,PR001,2023-06-09,ACTIVE,43822985.7
CUS00003523,PR001,2023-07-03,ACTIVE,18242676.21
CUS00003532,PR001,2026-04-10,ACTIVE,39311568.78
CUS00003580,PR001,2021-12-25,ACTIVE,59083309.52
CUS00003594,PR001,2025-08-03,ACTIVE,4006531.29
CUS00003595,PR001,2022-02-06,ACTIVE,39559461.33
CUS00003606,PR001,2021-04-10,ACTIVE,69997876.92
CUS00003645,PR001,2022-10-01,ACTIVE,72040902.05
CUS00003660,PR001,2024-09-08,ACTIVE,35949689.09
CUS00003680,PR001,2023-01-19,ACTIVE,36878173.94
CUS00003686,PR001,2024-07-31,ACTIVE,25473163.67
CUS00003691,PR001,2021-04-05,ACTIVE,70597761.54
CUS00003698,PR001,2022-11-17,ACTIVE,108132891.36
CUS00003699,PR001,2025-10-05,ACTIVE,113357097.11
CUS00003765,PR001,2024-12-20,ACTIVE,41407342.33
CUS00003781,PR001,2024-10-12,ACTIVE,48186505.51
CUS00003793,PR001,2024-08-03,ACTIVE,23276341.23
CUS00003801,PR001,2022-11-04,ACTIVE,20848144.21
CUS00003805,PR001,2024-03-21,ACTIVE,2244021.91
CUS00003824,PR001,2022-12-29,ACTIVE,70498325.09
CUS00003838,PR001,2025-02-15,ACTIVE,34296878.28
CUS00003862,PR001,2025-11-19,ACTIVE,183518302.91
CUS00003877,PR001,2021-04-20,ACTIVE,38110445.08
CUS00003879,PR001,2025-07-09,ACTIVE,36271361.42
CUS00003886,PR001,2023-02-05,ACTIVE,33136626.43
CUS00003934,PR001,2023-06-18,ACTIVE,33595954.35
CUS00003941,PR001,2022-10-14,ACTIVE,131441809.53
CUS00003955,PR001,2022-10-25,ACTIVE,34125385.19
CUS00003975,PR001,2023-11-26,ACTIVE,71015399.97
CUS00003996,PR001,2026-03-22,ACTIVE,86496401.63
CUS00004014,PR001,2021-05-10,ACTIVE,42639496.97
CUS00004019,PR001,2021-11-23,ACTIVE,235699922.58
CUS00004075,PR001,2021-10-12,ACTIVE,62321608.87
CUS00004136,PR001,2024-12-17,ACTIVE,41383195.62
CUS00004147,PR001,2023-04-02,ACTIVE,35316214.35
CUS00004156,PR001,2024-11-09,ACTIVE,56138227.69
CUS00004167,PR001,2026-07-12,ACTIVE,224511041.13
CUS00004203,PR001,2022-10-14,ACTIVE,148016344.79
CUS00004208,PR001,2026-02-02,ACTIVE,59613560.75
CUS00004222,PR001,2022-08-15,ACTIVE,56493017.58
CUS00004232,PR001,2021-10-06,ACTIVE,72419232.75
CUS00004248,PR001,2023-03-10,ACTIVE,50333027.38
CUS00004257,PR001,2021-10-02,ACTIVE,53159033.74
CUS00004276,PR001,2023-01-12,ACTIVE,13136386.07
CUS00004281,PR001,2023-04-08,ACTIVE,32840994.13
CUS00004292,PR001,2022-01-13,ACTIVE,154413693.19
CUS00004293,PR001,2022-10-29,ACTIVE,98211404.23
CUS00004305,PR001,2023-06-06,ACTIVE,65664061.45
CUS00004315,PR001,2023-06-28,ACTIVE,3890056.21
CUS00004324,PR001,2021-04-08,ACTIVE,28056319.04
CUS00004331,PR001,2025-10-13,ACTIVE,51262928.16
CUS00004336,PR001,2024-03-27,ACTIVE,11808729.76
CUS00004337,PR001,2025-02-15,ACTIVE,62072296.82
CUS00004338,PR001,2022-01-31,ACTIVE,12559296.38
CUS00004354,PR001,2021-05-27,ACTIVE,73011176.33
CUS00004372,PR001,2021-05-22,ACTIVE,8200495.27
CUS00004380,PR001,2022-06-14,ACTIVE,73371227.83
CUS00004403,PR001,2024-11-09,ACTIVE,6565350.14
CUS00004412,PR001,2022-09-10,ACTIVE,19690818.04
CUS00004418,PR001,2023-02-20,ACTIVE,94001141.49
CUS00004419,PR001,2024-12-02,ACTIVE,15349160.41
CUS00004441,PR001,2022-12-25,ACTIVE,14895974.17
CUS00004450,PR001,2023-07-24,ACTIVE,26317737.73
CUS00004488,PR001,2021-11-01,ACTIVE,77947648.64
CUS00004541,PR001,2023-09-15,ACTIVE,31507365.16
CUS00004542,PR001,2021-05-31,ACTIVE,57194964.83
CUS00004551,PR001,2024-07-05,ACTIVE,81068774.95
CUS00004553,PR001,2023-10-02,ACTIVE,123111957.74
CUS00004559,PR001,2024-11-09,ACTIVE,121838435.41
CUS00004578,PR001,2021-04-12,ACTIVE,207332366.85
CUS00004636,PR001,2025-07-19,ACTIVE,34913151.72
CUS00004642,PR001,2023-05-03,ACTIVE,37128478.76
CUS00004644,PR001,2024-11-25,ACTIVE,83541078.36
CUS00004658,PR001,2022-03-04,ACTIVE,35807725.68
CUS00004673,PR001,2024-07-15,ACTIVE,17815252.03
CUS00004677,PR001,2022-07-21,ACTIVE,118000370.27
CUS00004679,PR001,2026-05-19,ACTIVE,99738985.78
CUS00004682,PR001,2022-04-07,ACTIVE,34106032.54
CUS00004707,PR001,2025-01-20,ACTIVE,135825013.56
CUS00004725,PR001,2024-05-28,ACTIVE,38249074.09
CUS00004738,PR001,2022-03-20,ACTIVE,14263423.88
CUS00004746,PR001,2023-03-30,ACTIVE,47519333.44
CUS00004759,PR001,2022-04-16,ACTIVE,47249878.84
CUS00004773,PR001,2024-10-13,ACTIVE,12821095.04
CUS00004775,PR001,2021-10-10,ACTIVE,28385050.12
CUS00004776,PR001,2025-03-06,ACTIVE,41817038.89
CUS00004778,PR001,2024-05-12,ACTIVE,56707354.74
CUS00004792,PR001,2024-04-09,ACTIVE,22793351.5
CUS00004803,PR001,2023-02-11,ACTIVE,99147932.99
CUS00004816,PR001,2022-01-31,ACTIVE,41633997.76
CUS00004838,PR001,2024-07-14,ACTIVE,71122942.77
CUS00004859,PR001,2021-12-31,ACTIVE,130090538.05
CUS00004942,PR001,2021-11-24,ACTIVE,14397516.62
CUS00004966,PR001,2023-07-25,ACTIVE,41908904.25
CUS00004991,PR001,2025-07-27,ACTIVE,37982217.67
CUS00005005,PR001,2022-04-27,ACTIVE,42468415.44
CUS00005030,PR001,2022-04-13,ACTIVE,53309282.54
CUS00005031,PR001,2022-01-31,ACTIVE,48069859.22
CUS00005033,PR001,2023-04-18,ACTIVE,53727918.44
CUS00005084,PR001,2022-01-17,ACTIVE,9599896.66
CUS00005115,PR001,2022-01-24,ACTIVE,80224990.71
CUS00005126,PR001,2026-04-29,ACTIVE,94000309.75
CUS00005137,PR001,2025-01-06,ACTIVE,51625719.27
CUS00005138,PR001,2024-04-21,ACTIVE,48947834.33
CUS00005155,PR001,2025-02-24,ACTIVE,33004898.84
CUS00005156,PR001,2022-08-21,ACTIVE,38314230.49
CUS00005174,PR001,2021-09-01,ACTIVE,17899337.15
CUS00005176,PR001,2022-06-30,ACTIVE,28870883.01
CUS00005178,PR001,2022-10-19,ACTIVE,42967316.27
CUS00005183,PR001,2022-07-18,ACTIVE,10322822.53
CUS00005185,PR001,2023-07-22,ACTIVE,4854281.59
CUS00005187,PR001,2022-01-26,ACTIVE,63466108.42
CUS00005206,PR001,2022-12-17,ACTIVE,19861656.34
CUS00005207,PR001,2023-06-13,ACTIVE,104552727.09
CUS00005218,PR001,2022-08-06,ACTIVE,52888673.67
CUS00005228,PR001,2024-02-24,ACTIVE,66823159.84
CUS00005266,PR001,2026-01-20,ACTIVE,62190961.82
CUS00005305,PR001,2023-01-02,ACTIVE,103992143.9
CUS00005346,PR001,2025-12-28,ACTIVE,167061832.88
CUS00005362,PR001,2023-11-27,ACTIVE,38869486.14
CUS00005373,PR001,2023-09-23,ACTIVE,30581553.48
CUS00005400,PR001,2022-07-17,ACTIVE,65530217.86
CUS00005417,PR001,2021-11-29,ACTIVE,41232845.87
CUS00005424,PR001,2022-01-31,ACTIVE,8953754.16
CUS00005436,PR001,2023-03-12,ACTIVE,56351649.27
CUS00005451,PR001,2023-05-19,ACTIVE,28463366.98
CUS00005460,PR001,2025-04-02,ACTIVE,192500141.5
CUS00005472,PR001,2022-08-22,ACTIVE,4203038.22
CUS00005481,PR001,2023-12-29,ACTIVE,140615529.24
CUS00005482,PR001,2026-07-28,ACTIVE,19936206.49
CUS00005499,PR001,2022-06-17,ACTIVE,115738671.74
CUS00005540,PR001,2024-04-03,ACTIVE,48762412.24
CUS00005552,PR001,2026-02-20,ACTIVE,31902973.83
CUS00005563,PR001,2023-07-15,ACTIVE,21650468.9
CUS00005572,PR001,2021-07-01,ACTIVE,15859686.96
CUS00005594,PR001,2023-04-11,ACTIVE,79913815.89
CUS00005607,PR001,2024-01-22,ACTIVE,68757576.33
CUS00005611,PR001,2025-11-08,ACTIVE,112025321.74
CUS00005625,PR001,2021-10-07,ACTIVE,179315293.75
CUS00005639,PR001,2021-09-09,ACTIVE,19894744.96
CUS00005648,PR001,2023-03-19,ACTIVE,18150765.71
CUS00005662,PR001,2024-11-22,ACTIVE,72668701.29
CUS00005686,PR001,2021-05-28,ACTIVE,73954954.17
CUS00005703,PR001,2024-05-13,ACTIVE,54890862.95
CUS00005709,PR001,2023-12-19,ACTIVE,63109468.27
CUS00005746,PR001,2025-11-11,ACTIVE,103165493.53
CUS00005751,PR001,2022-07-18,ACTIVE,53017501.34
CUS00005760,PR001,2024-03-29,ACTIVE,122835802.54
CUS00005812,PR001,2023-03-28,ACTIVE,70841407.24
CUS00005849,PR001,2022-11-25,ACTIVE,23108734.09
CUS00005853,PR001,2022-07-27,ACTIVE,73426439.31
CUS00005862,PR001,2023-04-23,ACTIVE,94215983.04
CUS00005886,PR001,2022-01-07,ACTIVE,108827744.45
CUS00005895,PR001,2025-12-17,ACTIVE,53110446.51
CUS00005902,PR001,2022-06-12,ACTIVE,42337659.5
CUS00005922,PR001,2025-05-17,ACTIVE,6784428.3
CUS00005930,PR001,2022-02-21,ACTIVE,37060938.14
CUS00005945,PR001,2022-03-30,ACTIVE,78638724.52
CUS00005961,PR001,2026-07-16,ACTIVE,40025594.99
CUS00005972,PR001,2025-06-26,ACTIVE,8137316.6
CUS00005987,PR001,2022-12-19,ACTIVE,36226857.52
CUS00006013,PR001,2023-05-16,ACTIVE,35903119.02
CUS00006034,PR001,2023-09-23,ACTIVE,29870254.01
CUS00006042,PR001,2023-01-06,ACTIVE,47899562.76
CUS00006055,PR001,2024-01-23,ACTIVE,29671360.13
CUS00006056,PR001,2023-07-28,ACTIVE,67748869.06
CUS00006072,PR001,2022-04-15,ACTIVE,57024936.48
CUS00006073,PR001,2025-07-04,ACTIVE,101346947.71
CUS00006082,PR001,2021-09-18,ACTIVE,121200790.9
CUS00006091,PR001,2023-04-15,ACTIVE,73422826.67
CUS00006120,PR001,2026-06-10,ACTIVE,15150789.78
CUS00006125,PR001,2022-01-19,ACTIVE,104414980.79
CUS00006128,PR001,2025-01-06,ACTIVE,36168187.28
CUS00006158,PR001,2023-09-12,ACTIVE,17181539.15
CUS00006159,PR001,2022-03-19,ACTIVE,50867661.8
CUS00006195,PR001,2022-04-03,ACTIVE,136096989.63
CUS00006209,PR001,2022-09-05,ACTIVE,36366979.63
CUS00006211,PR001,2022-01-29,ACTIVE,59345419.2
CUS00006236,PR001,2022-08-17,ACTIVE,62810491.6
CUS00006243,PR001,2025-12-14,ACTIVE,99874139.19
CUS00006270,PR001,2022-10-21,ACTIVE,62027962.62
CUS00006274,PR001,2021-08-23,ACTIVE,12142701.53
CUS00006275,PR001,2024-02-14,ACTIVE,17349942.33
CUS00006306,PR001,2022-07-12,ACTIVE,34372836.94
CUS00006372,PR001,2021-08-08,ACTIVE,29512360.59
CUS00006403,PR001,2022-12-28,ACTIVE,26119079.0
CUS00006411,PR001,2025-07-28,ACTIVE,7426494.85
CUS00006426,PR001,2024-08-17,ACTIVE,42756676.16
CUS00006427,PR001,2023-03-30,ACTIVE,24320225.89
CUS00006476,PR001,2026-06-09,ACTIVE,37223202.54
CUS00006489,PR001,2021-04-30,ACTIVE,86136016.53
CUS00006496,PR001,2023-11-23,ACTIVE,8545184.67
CUS00006506,PR001,2021-05-31,ACTIVE,9216058.68
CUS00006508,PR001,2023-08-02,ACTIVE,44718422.53
CUS00006523,PR001,2023-03-11,ACTIVE,104497700.14
CUS00006528,PR001,2026-06-18,ACTIVE,81041693.6
CUS00006547,PR001,2022-07-02,ACTIVE,101091570.48
CUS00006587,PR001,2023-08-03,ACTIVE,7789698.68
CUS00006601,PR001,2021-09-15,ACTIVE,52296971.24
CUS00006610,PR001,2025-08-23,ACTIVE,48424328.3
CUS00006623,PR001,2021-08-16,ACTIVE,71635766.58
CUS00006625,PR001,2021-09-18,ACTIVE,39338107.84
CUS00006641,PR001,2021-05-23,ACTIVE,102969982.37
CUS00006648,PR001,2024-01-26,ACTIVE,90975171.56
CUS00006679,PR001,2022-11-14,ACTIVE,170223208.05
CUS00006692,PR001,2025-07-02,ACTIVE,19080306.38
CUS00006727,PR001,2023-10-21,ACTIVE,49058315.64
CUS00006737,PR001,2023-09-23,ACTIVE,15530424.93
CUS00006743,PR001,2023-07-22,ACTIVE,33052174.12
CUS00006744,PR001,2024-03-28,ACTIVE,47615204.74
CUS00006751,PR001,2025-06-02,ACTIVE,107807104.26
CUS00006784,PR001,2023-12-19,ACTIVE,31196841.29
CUS00006824,PR001,2023-12-06,ACTIVE,32546795.72
CUS00006827,PR001,2024-06-01,ACTIVE,80200898.12
CUS00006837,PR001,2022-11-12,ACTIVE,96332237.22
CUS00006868,PR001,2023-01-29,ACTIVE,86567473.14
CUS00006877,PR001,2025-04-30,ACTIVE,92859677.15
CUS00006881,PR001,2022-01-02,ACTIVE,44774723.03
CUS00006893,PR001,2026-03-08,ACTIVE,34871538.4
CUS00006898,PR001,2021-11-03,ACTIVE,111322722.33
CUS00006965,PR001,2026-04-09,ACTIVE,53869686.05
CUS00006976,PR001,2026-05-25,ACTIVE,2181376.39
CUS00006988,PR001,2024-03-13,ACTIVE,18798038.92
CUS00006989,PR001,2025-08-21,ACTIVE,54729413.28
CUS00007008,PR001,2023-01-21,ACTIVE,57094282.88
CUS00007009,PR001,2024-04-26,ACTIVE,40748976.02
CUS00007013,PR001,2024-07-28,ACTIVE,54384248.05
