snapshot_date,customer_id,segment,age_group,income_band,relationship_years,region,rm_id,branch_id,avg_balance_30d,avg_balance_90d,balance_growth_3m,inflow_30d,outflow_30d,salary_flag,salary_amount_avg,txn_count_30d,txn_count_90d,spending_30d,spending_90d,spending_growth_3m,online_spending_90d,travel_spending_90d,international_spending_90d,product_count,has_credit_card,has_premium_card,has_active_loan,deposit_balance,insurance_active_flag,has_investment,income_monthly,net_cashflow_30d,feature_usage_30d,login_count_30d,active_days_30d,digital_txn_count_30d,digital_engagement_score,days_since_last_rm_contact,rm_contact_count_90d,last_customer_response,recent_rejection_flag,complaint_count_30d,serious_complaint_7d,avg_csat,campaign_count_6m,previous_campaign_response,previous_card_campaign_response,previous_conversion_flag,contact_count_7d,serious_complaint_15d,recent_rejection_30d_flag
2026-08-31,CUS00000030,AFFLUENT,26-35,20-40M,13.87,SOUTH,RM0077,BR009,182472265.25,182472265.25,0.6147,32308149.35,8933783.25,True,25572348.92,4,17,7391402.21,17780900.52,0.2437,5075361.15,795107.1,795107.1,0,False,False,False,0.0,False,False,30000000,23374366.1,8,20,5,6,46.7,62,1,CALLBACK,False,0,False,3.0,1,0.0,0.0,False,0,False,False
2026-08-31,CUS00000031,MASS_AFFLUENT,26-35,40-80M,2.12,SOUTH,RM0168,BR019,250170902.62,250170902.62,0.053,50362045.73,89188124.31,False,0.0,7,27,74785423.76,309946936.92,-0.4718,63545678.53,11175649.94,11175649.94,4,True,True,False,1131396270.9,False,False,60000000,-38826078.58,33,88,18,43,100.0,999,0,,False,0,False,,4,0.25,0.0,False,0,False,False
2026-08-31,CUS00000032,MASS_AFFLUENT,36-45,20-40M,2.15,NORTH,RM0060,BR007,176621176.37,176621176.37,0.8852,29711945.96,3540822.49,True,27836462.59,10,22,4998594.18,12309626.84,0.1216,4475469.31,0.0,0.0,2,True,False,False,0.0,False,False,30000000,26171123.47,13,30,7,9,69.3,999,0,,False,0,False,1.0,4,0.25,0.0,False,0,False,False
2026-08-31,CUS00000033,MASS_AFFLUENT,18-25,10-20M,1.2,NORTH,RM0164,BR019,94179638.11,94179638.11,0.765,16695506.38,3186303.3,True,14788436.5,9,20,3739867.46,9524328.8,-0.0431,3601272.85,992295.73,992295.73,1,False,False,False,0.0,False,False,15000000,13509203.08,16,36,8,17,90.0,104,0,INTERESTED,False,0,False,3.0,2,0.0,0.0,False,0,False,False
2026-08-31,CUS00000034,MASS_AFFLUENT,46-55,10-20M,3.42,NORTH,RM0142,BR016,18950492.95,18950492.95,0.3917,3882295.84,4510794.47,False,0.0,4,14,3385854.6,10557604.13,-0.2312,2897019.5,0.0,0.0,2,True,True,False,0.0,True,False,15000000,-628498.62,0,0,0,0,0.0,999,0,,False,0,False,,5,0.0,0.0,False,0,False,False
2026-08-31,CUS00000035,MASS,18-25,10-20M,5.55,NORTH,RM0098,BR011,18964214.41,18964214.41,-0.0504,4186491.7,4022840.95,False,0.0,11,28,6080507.4,18391772.17,0.4729,3609264.72,2133377.47,0.0,2,False,False,False,0.0,True,False,15000000,163650.75,0,0,0,0,0.0,11,2,CONVERTED,False,0,False,5.0,3,0.0,0.0,False,0,False,False
2026-08-31,CUS00000036,MASS_AFFLUENT,26-35,20-40M,1.9,NORTH,RM0105,BR012,92097467.33,92097467.33,-0.0293,13106031.59,19648486.92,False,0.0,7,15,21869946.38,56145829.01,-0.1048,8873185.86,2833252.4,2833252.4,2,False,False,True,167128080.15,False,False,30000000,-6542455.32,5,14,6,10,43.4,194,0,NO_RESPONSE,False,0,False,5.0,4,0.25,0.0,False,0,False,False
2026-08-31,CUS00000037,MASS,36-45,10-20M,6.2,SOUTH,RM0136,BR016,97828017.15,97828017.15,0.8446,16914214.85,2073989.59,True,15380641.66,1,3,419742.73,1062223.86,-0.2032,0.0,0.0,0.0,2,False,False,True,0.0,False,False,15000000,14840225.26,0,0,0,0,0.0,172,0,NO_RESPONSE,False,0,False,3.0,3,0.0,0.0,False,0,False,False
2026-08-31,CUS00000038,PRIVATE,18-25,40-80M,5.65,SOUTH,RM0062,BR007,914986043.69,914986043.69,0.5741,143081497.69,88141305.91,True,65630927.96,8,28,225660172.86,546886528.48,0.1518,174187953.8,23377428.1,0.0,4,True,True,True,1010840387.89,False,False,60000000,54940191.78,30,71,14,35,100.0,202,0,NO_RESPONSE,False,0,False,,2,0.0,0.0,False,0,False,False
2026-08-31,CUS00000039,PRIVATE,56-65,40-80M,5.14,NORTH,RM0080,BR009,1212404759.08,1212404759.08,0.5152,156189772.42,158422975.59,True,52569895.67,12,33,233434495.98,717472352.64,-0.0565,107722377.15,160485248.15,55251487.64,1,True,False,False,0.0,False,True,60000000,-2233203.17,17,27,6,13,67.8,221,0,CALLBACK,False,0,False,1.0,3,0.3333,0.3333,False,0,False,False
2026-08-31,CUS00000040,AFFLUENT,36-45,80M+,5.73,SOUTH,RM0121,BR014,886722343.94,886722343.94,0.6562,155360582.86,44125858.06,True,124181377.48,9,23,79668448.89,210600942.99,0.0122,59146482.7,24401481.19,24401481.19,3,True,False,False,0.0,False,True,120000000,111234724.81,26,73,17,31,100.0,10,1,NOT_INTERESTED,False,0,False,1.0,4,0.0,0.0,False,0,False,False
2026-08-31,CUS00000041,MASS,26-35,20-40M,13.4,SOUTH,RM0124,BR014,203397807.42,203397807.42,0.9117,35260559.58,3203990.56,True,31939938.26,7,26,2733367.6,14708844.72,-0.6059,2733367.6,678513.85,678513.85,2,True,False,False,41367848.85,False,False,30000000,32056569.03,55,138,21,64,100.0,115,0,NOT_INTERESTED,False,0,False,3.0,2,0.0,0.0,False,0,False,False
2026-08-31,CUS00000042,MASS,56-65,<10M,7.38,SOUTH,RM0067,BR008,58237908.24,58237908.24,0.2062,11398682.69,6700180.22,True,7462080.11,6,21,4589241.72,18598952.01,0.0204,3113820.71,1110666.76,0.0,2,True,False,False,40833238.37,False,True,7000000,4698502.48,10,18,7,12,53.7,175,0,CALLBACK,False,0,False,4.0,5,0.0,0.0,False,0,False,False
2026-08-31,CUS00000043,MASS_AFFLUENT,46-55,20-40M,7.51,SOUTH,RM0011,BR002,207963966.73,207963966.73,0.7945,36557928.17,6496147.05,True,30611805.97,5,20,4765076.55,23882659.81,-0.6027,2963502.34,170084.62,170084.62,3,False,False,True,0.0,True,False,30000000,30061781.12,10,43,11,15,100.0,22,2,NO_RESPONSE,False,0,False,1.0,5,0.0,0.0,False,0,False,False
2026-08-31,CUS00000044,MASS,46-55,<10M,4.64,SOUTH,RM0017,BR002,49637735.16,49637735.16,0.6722,8530785.22,2555604.98,True,6847681.7,7,20,2339986.13,6587199.45,0.2471,2095826.84,0.0,0.0,3,False,False,True,0.0,False,False,7000000,5975180.23,4,7,3,5,21.7,999,0,,False,0,False,,3,0.3333,0.5,False,0,False,False
2026-08-31,CUS00000045,AFFLUENT,26-35,80M+,12.32,SOUTH,RM0002,BR001,883726158.33,883726158.33,0.5888,150531598.83,57479862.47,True,101921161.5,8,27,45309437.65,203021964.8,-0.5622,39584323.08,5725114.57,5725114.57,3,False,False,False,309961323.64,False,False,120000000,93051736.36,11,28,6,15,71.8,120,0,NOT_INTERESTED,False,0,False,5.0,5,0.0,0.0,False,0,False,False
2026-08-31,CUS00000046,MASS,18-25,10-20M,1.4,NORTH,RM0014,BR002,21522065.5,21522065.5,-0.0474,3317027.97,4441647.84,False,0.0,6,18,6187353.2,11792041.78,1.283,4822404.05,0.0,0.0,3,True,False,False,0.0,True,False,15000000,-1124619.88,0,11,4,9,34.4,219,0,NOT_INTERESTED,False,0,False,,5,0.2,0.0,False,0,False,False
2026-08-31,CUS00000047,MASS,56-65,20-40M,1.16,SOUTH,RM0065,BR008,4202054.83,4202054.83,0.0508,1171611.78,1600065.08,False,0.0,4,13,1191418.23,3487377.85,0.6108,665721.2,282760.02,0.0,0,False,False,False,0.0,False,False,30000000,-428453.3,5,17,5,7,43.1,999,0,,False,0,False,1.0,1,1.0,1.0,True,0,False,False
2026-08-31,CUS00000048,MASS,36-45,<10M,4.39,SOUTH,RM0072,BR008,50694849.67,50694849.67,0.6726,9351264.93,2570545.96,True,6774484.14,5,15,2662339.23,8592044.01,0.0353,1020749.92,193320.06,0.0,2,False,False,True,0.0,False,False,7000000,6780718.97,0,0,0,0,0.0,113,0,NOT_INTERESTED,False,0,False,,2,0.5,0.0,True,0,False,False
2026-08-31,CUS00000049,MASS,26-35,10-20M,9.49,CENTRAL,RM0075,BR009,82802627.64,82802627.64,0.8546,14992692.29,2273883.71,True,13023124.72,6,8,2228964.15,2670161.06,7.69,1888081.17,0.0,0.0,3,False,False,True,9101134.54,True,False,15000000,12718808.58,0,4,3,0,10.9,131,0,NO_RESPONSE,False,1,True,3.0,5,0.0,0.0,False,0,True,False
2026-08-31,CUS00000050,AFFLUENT,18-25,40-80M,13.85,NORTH,RM0145,BR017,58391149.85,58391149.85,0.036,13777990.58,13404221.4,False,0.0,9,18,33924867.13,68917241.43,0.6801,25500642.06,4282236.68,2211467.74,2,False,False,False,84028834.46,False,False,60000000,373769.18,4,19,6,9,50.2,125,0,NO_RESPONSE,False,0,False,3.67,4,0.0,0.0,False,0,False,False
2026-08-31,CUS00000051,PRIVATE,36-45,40-80M,3.49,SOUTH,RM0044,BR005,1111311764.07,1111311764.07,0.5702,168707744.37,128662342.24,True,57446181.55,10,26,126880170.98,518598558.48,-0.3487,66108342.42,12015945.17,12015945.17,2,True,False,False,0.0,True,True,60000000,40045402.13,19,42,10,25,100.0,54,1,NO_RESPONSE,False,0,False,2.0,1,0.0,0.0,False,0,False,False
2026-08-31,CUS00000052,SME,18-25,40-80M,6.79,NORTH,RM0073,BR009,16396801.46,16396801.46,-0.125,4905348.3,5625760.26,False,0.0,5,24,3660850.93,23318073.49,-0.684,3199580.97,941417.83,0.0,0,False,False,False,0.0,False,False,60000000,-720411.95,10,22,8,18,68.8,276,0,CALLBACK,False,0,False,4.0,1,0.0,0.0,False,0,False,False
2026-08-31,CUS00000053,AFFLUENT,56-65,40-80M,3.05,NORTH,RM0180,BR020,492268127.71,492268127.71,0.527,83714224.31,44742326.78,True,52860638.53,11,21,56861464.83,129513059.49,0.2666,26813244.51,4291362.39,4291362.39,3,True,False,False,666772702.89,True,False,60000000,38971897.53,15,62,13,27,100.0,136,0,CONVERTED,False,0,False,3.67,3,0.0,0.0,False,0,False,False
2026-08-31,CUS00000054,MASS,36-45,<10M,0.74,SOUTH,RM0008,BR001,67263542.57,67263542.57,0.2911,14451721.13,9232065.91,True,6566988.95,8,32,10809866.19,47183275.22,-0.452,8423031.47,2210545.75,1910668.48,2,True,False,False,0.0,False,True,7000000,5219655.22,51,118,18,57,100.0,238,0,NO_RESPONSE,False,0,False,3.0,4,0.25,0.25,False,0,False,False
2026-08-31,CUS00000055,MASS,36-45,20-40M,12.52,NORTH,RM0022,BR003,152197809.19,152197809.19,0.9617,25791966.42,1541936.13,True,24580374.88,2,5,145543.88,1093056.01,-0.7876,95116.36,0.0,0.0,2,True,False,False,20046827.86,False,False,30000000,24250030.29,2,4,3,1,12.1,23,2,CALLBACK,False,1,False,2.75,3,0.0,0.0,False,0,True,False
2026-08-31,CUS00000056,MASS_AFFLUENT,46-55,20-40M,5.62,NORTH,RM0107,BR012,158433561.18,158433561.18,0.8837,26674829.59,2662866.02,True,24745292.87,4,34,1539711.96,11922034.58,-0.6819,1206301.37,396885.04,267613.7,1,False,False,False,0.0,True,True,30000000,24011963.57,44,115,17,66,100.0,208,0,INTERESTED,False,0,False,4.0,3,0.0,0.0,False,0,False,False
2026-08-31,CUS00000057,MASS,18-25,<10M,11.33,SOUTH,RM0149,BR017,14386131.11,14386131.11,-0.2441,3848334.1,6206404.25,False,0.0,3,15,2191880.57,8896023.81,-0.4123,2191880.57,0.0,0.0,2,False,False,False,89708498.52,True,False,7000000,-2358070.15,2,8,4,8,28.4,999,0,,False,0,False,3.0,3,0.0,0.0,False,0,False,False
2026-08-31,CUS00000058,MASS,56-65,10-20M,2.25,NORTH,RM0040,BR005,4239946.58,4239946.58,-0.3594,1927417.08,1810976.08,False,0.0,7,25,1474534.87,6570495.55,-0.538,830314.47,490026.46,310854.71,2,True,True,True,0.0,False,False,15000000,116441.0,16,33,11,20,93.3,14,1,CALLBACK,False,0,False,4.5,2,1.0,1.0,False,0,False,False
2026-08-31,CUS00000059,MASS,46-55,<10M,8.57,NORTH,RM0002,BR001,39412196.65,39412196.65,0.8181,8314561.35,2744490.68,True,6268949.07,2,9,900646.88,4085994.1,-0.6849,773547.82,127099.06,0.0,0,False,False,False,0.0,False,False,7000000,5570070.68,0,0,0,0,0.0,43,1,NO_RESPONSE,False,0,False,2.33,1,0.0,0.0,False,0,False,False
2026-08-31,CUS00000060,MASS,65+,<10M,6.85,CENTRAL,RM0130,BR015,65073285.73,65073285.73,0.5553,10882113.88,2857847.15,True,7295598.46,12,24,6377875.19,19728431.07,0.3778,2973307.92,963067.38,963067.38,1,False,False,True,0.0,False,False,7000000,8024266.73,13,38,8,15,90.8,138,0,CALLBACK,False,0,False,2.0,2,0.0,0.0,False,0,False,False
2026-08-31,CUS00000061,MASS_AFFLUENT,26-35,20-40M,7.65,SOUTH,RM0046,BR006,164537420.37,164537420.37,0.8603,29525071.8,8111124.34,True,24287216.75,14,32,18034833.13,41442514.12,0.5739,15708410.69,2084400.76,1949440.13,1,False,False,False,0.0,False,False,30000000,21413947.46,10,32,8,17,83.6,15,2,NO_RESPONSE,False,0,False,,1,1.0,1.0,False,0,False,False
2026-08-31,CUS00000062,MASS_AFFLUENT,46-55,10-20M,12.06,SOUTH,RM0113,BR013,96788875.33,96788875.33,0.5481,19320568.48,9396249.32,True,14107392.59,1,11,1483083.04,16380821.76,-0.8088,1483083.04,2424688.63,2107941.78,2,False,False,False,130495203.47,False,False,15000000,9924319.17,1,3,2,2,10.2,307,0,INTERESTED,False,0,False,,4,0.25,0.0,False,0,False,False
2026-08-31,CUS00000063,PRIVATE,26-35,80M+,9.05,CENTRAL,RM0003,BR001,889956466.53,889956466.53,0.7859,152473211.62,34085639.05,True,122013894.78,6,15,42843921.61,90378727.95,5.2308,31818771.52,8803634.86,8803634.86,2,False,False,True,238591770.28,False,False,120000000,118387572.57,0,0,0,0,0.0,26,1,NO_RESPONSE,False,0,False,,4,0.0,0.0,False,0,False,False
2026-08-31,CUS00000064,MASS,56-65,<10M,8.16,SOUTH,RM0047,BR006,44865692.91,44865692.91,0.6154,8905328.77,2421339.42,True,6064952.89,8,33,2936865.44,15346580.47,-0.5514,2673667.3,1608018.15,788045.82,3,False,False,True,9985458.98,False,False,7000000,6483989.35,51,118,17,59,100.0,41,1,NO_RESPONSE,False,1,False,2.0,1,0.0,0.0,False,0,False,False
2026-08-31,CUS00000065,AFFLUENT,26-35,20-40M,8.49,SOUTH,RM0053,BR006,369763132.51,369763132.51,0.2479,94148541.52,85425689.87,True,28627288.97,11,20,131859490.81,252841180.74,0.8668,88128886.67,22760334.29,11277912.62,2,True,True,True,0.0,False,False,30000000,8722851.65,15,52,10,27,100.0,14,3,NO_RESPONSE,True,0,False,1.0,1,1.0,0.0,False,0,False,True
2026-08-31,CUS00000066,MASS_AFFLUENT,36-45,20-40M,7.6,SOUTH,RM0026,BR003,176255443.58,176255443.58,0.5984,32043187.3,6462978.22,True,24426263.54,6,34,8943052.08,52193312.59,-0.4957,5204989.87,3196319.27,1594062.37,4,False,False,False,65980170.88,True,False,30000000,25580209.08,60,122,17,68,100.0,67,1,NO_RESPONSE,False,0,False,5.0,3,0.0,0.0,False,0,False,False
