customer_id,snapshot_date,product_id,product_group,x1_monthly_spending,x2_income,x3_digital_activity,x4_salary_account,x5_campaign_response,x6_product_gap,y_holds_product,y_adopt_next_90d
CUS00000033,2026-08-31,P001,CREDIT_CARD,0.27304,0.2411,0.549084,1.0,0.0,0.6975,0,0
CUS00000034,2026-08-31,P001,CREDIT_CARD,0.25124,0.2411,0.101236,0.0,0.5,0.15,1,0
CUS00000035,2026-08-31,P001,CREDIT_CARD,0.398,0.2411,0.101236,0.0,0.0,0.505,0,1
CUS00000036,2026-08-31,P001,CREDIT_CARD,0.7224,0.49752,0.391,0.0,0.0,0.67,0,1
CUS00000037,2026-08-31,P001,CREDIT_CARD,0.0426,0.2411,0.101236,1.0,0.5,0.615,0,0
CUS00000038,2026-08-31,P001,CREDIT_CARD,0.97728,0.75982,0.807552,1.0,0.0,0.15,1,0
CUS00000039,2026-08-31,P001,CREDIT_CARD,0.97812,0.75982,0.482499,1.0,0.75,0.7,1,0
CUS00000040,2026-08-31,P001,CREDIT_CARD,0.91148,0.93922,0.827885,1.0,0.0,0.7,1,0
CUS00000041,2026-08-31,P001,CREDIT_CARD,0.2062,0.49752,0.954731,1.0,0.25,0.7,1,0
CUS00000042,2026-08-31,P001,CREDIT_CARD,0.3236,0.0642,0.454676,1.0,0.25,0.7,1,0
CUS00000043,2026-08-31,P001,CREDIT_CARD,0.33448,0.49752,0.570367,1.0,0.25,0.8625,0,0
CUS00000044,2026-08-31,P001,CREDIT_CARD,0.17916,0.0642,0.297075,1.0,0.75,0.725,0,0
CUS00000045,2026-08-31,P001,CREDIT_CARD,0.84748,0.93922,0.457532,1.0,0.5,0.945,0,1
CUS00000046,2026-08-31,P001,CREDIT_CARD,0.40232,0.2411,0.285175,0.0,0.0,0.7,1,0
CUS00000047,2026-08-31,P001,CREDIT_CARD,0.09552,0.49752,0.352461,0.0,1.0,0.5325,0,0
CUS00000048,2026-08-31,P001,CREDIT_CARD,0.20116,0.0642,0.101236,1.0,0.0,0.615,0,0
CUS00000049,2026-08-31,P001,CREDIT_CARD,0.17148,0.2411,0.165548,1.0,0.5,0.9175,0,0
CUS00000050,2026-08-31,P001,CREDIT_CARD,0.80336,0.75982,0.377579,0.0,0.5,0.67,0,0
CUS00000051,2026-08-31,P001,CREDIT_CARD,0.94704,0.75982,0.668167,1.0,0.0,0.7,1,0
CUS00000052,2026-08-31,P001,CREDIT_CARD,0.26836,0.75982,0.51832,0.0,0.0,0.5325,0,1
CUS00000053,2026-08-31,P001,CREDIT_CARD,0.8762,0.75982,0.715962,1.0,0.25,0.7,1,0
CUS00000054,2026-08-31,P001,CREDIT_CARD,0.55532,0.0642,0.912809,1.0,0.9,0.7,1,0
CUS00000055,2026-08-31,P001,CREDIT_CARD,0.0256,0.49752,0.246861,1.0,0.0,0.7,1,0
CUS00000056,2026-08-31,P001,CREDIT_CARD,0.12124,0.49752,0.907337,1.0,0.0,0.7525,0,1
CUS00000057,2026-08-31,P001,CREDIT_CARD,0.1686,0.0642,0.318587,0.0,0.0,0.725,0,1
CUS00000058,2026-08-31,P001,CREDIT_CARD,0.11636,0.2411,0.643495,0.0,0.75,0.15,1,0
CUS00000059,2026-08-31,P001,CREDIT_CARD,0.07464,0.0642,0.101236,1.0,0.0,0.615,0,0
CUS00000060,2026-08-31,P001,CREDIT_CARD,0.4098,0.0642,0.516086,1.0,0.25,0.6975,0,1
CUS00000061,2026-08-31,P001,CREDIT_CARD,0.68232,0.49752,0.511159,1.0,0.5,0.6975,0,0
CUS00000062,2026-08-31,P001,CREDIT_CARD,0.117,0.2411,0.235057,1.0,0.25,0.7525,0,1
CUS00000063,2026-08-31,P001,CREDIT_CARD,0.83984,0.93922,0.101236,1.0,0.25,0.7525,0,0
CUS00000064,2026-08-31,P001,CREDIT_CARD,0.21984,0.0642,0.905129,1.0,0.25,0.945,0,0
CUS00000065,2026-08-31,P001,CREDIT_CARD,0.94936,0.49752,0.654922,1.0,0.0,0.15,1,0
CUS00000066,2026-08-31,P001,CREDIT_CARD,0.5038,0.49752,0.934163,1.0,0.0,1.0,0,1
CUS00000067,2026-08-31,P001,CREDIT_CARD,0.90076,0.75982,0.800864,1.0,0.25,0.15,1,0
CUS00000068,2026-08-31,P001,CREDIT_CARD,0.192,0.2411,0.263305,1.0,0.0,0.7,1,0
CUS00000069,2026-08-31,P001,CREDIT_CARD,0.03284,0.49752,0.101236,0.0,0.0,0.45,0,0
CUS00000070,2026-08-31,P001,CREDIT_CARD,0.09892,0.0642,0.101236,1.0,0.5,0.615,0,1
CUS00000071,2026-08-31,P001,CREDIT_CARD,0.95956,0.75982,0.490403,0.0,0.5,0.67,0,0
CUS00000072,2026-08-31,P001,CREDIT_CARD,0.27016,0.49752,0.101236,0.0,0.5,0.505,0,1
CUS00000073,2026-08-31,P001,CREDIT_CARD,0.50592,0.75982,0.371869,1.0,0.25,0.835,0,0
CUS00000074,2026-08-31,P001,CREDIT_CARD,0.49452,0.49752,0.669402,0.0,0.0,0.15,1,0
CUS00000075,2026-08-31,P001,CREDIT_CARD,0.1456,0.2411,0.559686,0.0,0.25,0.835,0,0
CUS00000076,2026-08-31,P001,CREDIT_CARD,0.58404,0.75982,0.958151,0.0,0.25,0.7,1,0
CUS00000077,2026-08-31,P001,CREDIT_CARD,0.4994,0.2411,0.931186,1.0,1.0,0.7,1,0
CUS00000078,2026-08-31,P001,CREDIT_CARD,0.08844,0.2411,0.732693,1.0,0.0,0.7,1,0
CUS00000079,2026-08-31,P001,CREDIT_CARD,0.5512,0.2411,0.337276,1.0,0.0,0.6975,0,0
CUS00000080,2026-08-31,P001,CREDIT_CARD,0.74748,0.75982,0.101236,1.0,0.0,0.615,0,0
CUS00000081,2026-08-31,P001,CREDIT_CARD,0.24004,0.2411,0.867011,1.0,0.0,0.6975,0,0
CUS00000082,2026-08-31,P001,CREDIT_CARD,0.04912,0.0642,0.101236,1.0,0.25,0.615,0,1
CUS00000083,2026-08-31,P001,CREDIT_CARD,0.16268,0.75982,0.233877,1.0,0.0,0.7,1,0
CUS00000084,2026-08-31,P001,CREDIT_CARD,0.04648,0.49752,0.101236,0.0,0.25,0.15,1,0
CUS00000085,2026-08-31,P001,CREDIT_CARD,0.16264,0.49752,0.633627,1.0,0.0,0.835,0,0
CUS00000086,2026-08-31,P001,CREDIT_CARD,0.85648,0.49752,0.936471,1.0,0.25,0.15,1,0
CUS00000087,2026-08-31,P001,CREDIT_CARD,0.35492,0.2411,0.487135,0.0,0.0,0.78,0,0
CUS00000088,2026-08-31,P001,CREDIT_CARD,0.70308,0.75982,0.899911,1.0,0.0,0.6975,0,0
CUS00000089,2026-08-31,P001,CREDIT_CARD,0.86272,0.49752,0.678426,1.0,0.0,0.835,0,0
CUS00000090,2026-08-31,P001,CREDIT_CARD,0.87312,0.49752,0.101236,1.0,0.75,0.15,1,0
CUS00000091,2026-08-31,P001,CREDIT_CARD,0.58572,0.75982,0.523549,1.0,0.0,0.6975,0,0
CUS00000092,2026-08-31,P001,CREDIT_CARD,0.22456,0.0642,0.755031,1.0,0.5,0.7,1,0
CUS00000093,2026-08-31,P001,CREDIT_CARD,0.59612,0.49752,0.421385,1.0,0.0,0.835,0,1
CUS00000094,2026-08-31,P001,CREDIT_CARD,0.44132,0.0642,0.943743,0.0,0.5,0.7,1,0
CUS00000095,2026-08-31,P001,CREDIT_CARD,0.47352,0.0642,0.93221,1.0,0.0,0.6975,0,0
CUS00000096,2026-08-31,P001,CREDIT_CARD,0.34612,0.49752,0.62452,1.0,0.0,1.0,0,0
CUS00000097,2026-08-31,P001,CREDIT_CARD,0.5164,0.2411,0.101236,1.0,0.0,0.15,1,0
CUS00000098,2026-08-31,P001,CREDIT_CARD,0.22216,0.2411,0.661945,0.0,0.9,0.78,0,1
CUS00000099,2026-08-31,P001,CREDIT_CARD,0.27052,0.2411,0.954759,1.0,0.0,0.7,1,0
CUS00000100,2026-08-31,P001,CREDIT_CARD,0.71072,0.49752,0.668498,1.0,0.0,1.0,0,1
CUS00000101,2026-08-31,P001,CREDIT_CARD,0.7948,0.49752,0.6661,0.0,0.75,0.5875,0,0
CUS00000102,2026-08-31,P001,CREDIT_CARD,0.66156,0.49752,0.101236,1.0,0.0,0.7525,0,1
CUS00000103,2026-08-31,P001,CREDIT_CARD,0.70028,0.93922,0.821867,1.0,0.9,0.6975,0,0
CUS00000104,2026-08-31,P001,CREDIT_CARD,0.24608,0.0642,0.651512,1.0,0.0,0.7525,0,1
CUS00000105,2026-08-31,P001,CREDIT_CARD,0.5182,0.2411,0.919448,0.0,0.25,0.15,1,0
CUS00000106,2026-08-31,P001,CREDIT_CARD,0.80372,0.49752,0.844059,1.0,0.25,0.945,0,0
CUS00000107,2026-08-31,P001,CREDIT_CARD,0.43752,0.49752,0.142468,1.0,0.25,0.615,0,0
CUS00000108,2026-08-31,P001,CREDIT_CARD,0.17268,0.75982,0.222385,0.0,0.0,0.7,1,0
CUS00000109,2026-08-31,P001,CREDIT_CARD,0.37032,0.75982,0.101236,1.0,0.5,0.67,0,0
CUS00000110,2026-08-31,P001,CREDIT_CARD,0.6536,0.75982,0.778714,1.0,0.0,0.7,1,0
CUS00000111,2026-08-31,P001,CREDIT_CARD,0.22452,0.0642,0.442888,0.0,0.0,0.7,1,0
CUS00000112,2026-08-31,P001,CREDIT_CARD,0.5462,0.2411,0.979641,0.0,1.0,0.5325,0,0
CUS00000113,2026-08-31,P001,CREDIT_CARD,0.5902,0.49752,0.527624,0.0,0.0,0.78,0,0
CUS00000114,2026-08-31,P001,CREDIT_CARD,0.874,0.49752,0.893381,1.0,0.25,0.835,0,0
CUS00000115,2026-08-31,P001,CREDIT_CARD,0.67012,0.49752,0.694215,0.0,0.0,0.7,1,0
CUS00000116,2026-08-31,P001,CREDIT_CARD,0.86528,0.75982,0.556176,0.0,0.0,0.5325,0,0
CUS00000117,2026-08-31,P001,CREDIT_CARD,0.02168,0.75982,0.279495,1.0,0.5,0.7,1,0
CUS00000118,2026-08-31,P001,CREDIT_CARD,0.8216,0.75982,0.296036,0.0,0.75,0.6975,0,1
CUS00000119,2026-08-31,P001,CREDIT_CARD,0.3262,0.2411,0.288417,1.0,0.25,0.8625,0,0
CUS00000120,2026-08-31,P001,CREDIT_CARD,0.92632,0.75982,0.923446,1.0,0.9,0.6975,0,1
CUS00000121,2026-08-31,P001,CREDIT_CARD,0.43928,0.49752,0.964929,1.0,0.0,0.6975,0,1
CUS00000122,2026-08-31,P001,CREDIT_CARD,0.30092,0.0642,0.406294,1.0,0.0,0.835,0,0
CUS00000123,2026-08-31,P001,CREDIT_CARD,0.81284,0.75982,0.101236,1.0,0.0,0.8625,0,0
CUS00000124,2026-08-31,P001,CREDIT_CARD,0.59828,0.75982,0.365551,0.0,0.0,0.7,1,0
CUS00000125,2026-08-31,P001,CREDIT_CARD,0.83776,0.49752,0.965556,1.0,0.0,0.7,1,0
CUS00000126,2026-08-31,P001,CREDIT_CARD,0.87112,0.49752,0.799607,0.0,0.0,0.7,1,0
CUS00000127,2026-08-31,P001,CREDIT_CARD,0.4654,0.2411,0.680936,1.0,1.0,0.7,1,0
CUS00000128,2026-08-31,P001,CREDIT_CARD,0.63756,0.2411,0.101236,1.0,0.5,0.615,0,1
CUS00000129,2026-08-31,P001,CREDIT_CARD,0.92184,0.75982,0.665862,1.0,0.9,0.15,1,0
CUS00000130,2026-08-31,P001,CREDIT_CARD,0.39384,0.49752,0.56567,1.0,0.0,0.6975,0,0
CUS00000131,2026-08-31,P001,CREDIT_CARD,0.61284,0.2411,0.676849,1.0,0.0,0.835,0,0
CUS00000132,2026-08-31,P001,CREDIT_CARD,0.1114,0.2411,0.407006,0.0,0.0,0.7,1,0
CUS00000133,2026-08-31,P001,CREDIT_CARD,0.35388,0.2411,0.727765,1.0,0.0,0.89,0,0
CUS00000134,2026-08-31,P001,CREDIT_CARD,0.75292,0.93922,0.314075,0.0,0.25,0.5875,0,0
CUS00000135,2026-08-31,P001,CREDIT_CARD,0.94284,0.75982,0.537135,1.0,0.5,0.15,1,0
CUS00000136,2026-08-31,P001,CREDIT_CARD,0.38828,0.0642,0.101236,1.0,0.0,0.15,1,0
CUS00000137,2026-08-31,P001,CREDIT_CARD,0.24864,0.49752,0.101236,0.0,0.0,0.45,0,0
CUS00000138,2026-08-31,P001,CREDIT_CARD,0.87324,0.75982,0.543445,1.0,0.0,0.945,0,0
CUS00000139,2026-08-31,P001,CREDIT_CARD,0.32616,0.2411,0.101236,1.0,0.25,0.7525,0,0
CUS00000140,2026-08-31,P001,CREDIT_CARD,0.594,0.49752,0.929047,1.0,0.0,0.7,1,0
CUS00000141,2026-08-31,P001,CREDIT_CARD,0.93056,0.75982,0.601953,1.0,0.75,0.7,1,0
CUS00000142,2026-08-31,P001,CREDIT_CARD,0.84288,0.49752,0.101236,0.0,0.0,0.45,0,0
CUS00000143,2026-08-31,P001,CREDIT_CARD,0.69196,0.75982,0.277885,0.0,0.0,0.45,0,0
CUS00000144,2026-08-31,P001,CREDIT_CARD,0.6144,0.49752,0.296579,0.0,1.0,0.67,0,0
CUS00000145,2026-08-31,P001,CREDIT_CARD,0.28064,0.2411,0.256276,0.0,0.0,0.45,0,0
CUS00000146,2026-08-31,P001,CREDIT_CARD,0.65368,0.2411,0.562947,0.0,0.0,0.7,1,0
CUS00000147,2026-08-31,P001,CREDIT_CARD,0.04636,0.2411,0.184041,1.0,0.25,0.615,0,0
CUS00000148,2026-08-31,P001,CREDIT_CARD,0.14484,0.2411,0.101236,1.0,0.0,0.615,0,0
CUS00000149,2026-08-31,P001,CREDIT_CARD,0.71992,0.75982,0.691464,1.0,0.0,0.945,0,1
CUS00000150,2026-08-31,P001,CREDIT_CARD,0.09136,0.2411,0.101236,1.0,0.5,0.615,0,0
CUS00000151,2026-08-31,P001,CREDIT_CARD,0.948,0.93922,0.66796,1.0,0.5,0.7,1,0
CUS00000152,2026-08-31,P001,CREDIT_CARD,0.30036,0.49752,0.643495,0.0,0.25,0.7,1,0
CUS00000153,2026-08-31,P001,CREDIT_CARD,0.47468,0.49752,0.838849,1.0,0.25,0.15,1,0
CUS00000154,2026-08-31,P001,CREDIT_CARD,0.23956,0.0642,0.690666,1.0,0.0,0.6975,0,0
CUS00000155,2026-08-31,P001,CREDIT_CARD,0.35768,0.0642,0.503213,0.0,0.0,0.5325,0,0
CUS00000156,2026-08-31,P001,CREDIT_CARD,0.98012,0.93922,0.296991,1.0,0.0,0.15,1,0
CUS00000157,2026-08-31,P001,CREDIT_CARD,0.52424,0.2411,0.331584,1.0,0.0,0.6975,0,1
CUS00000158,2026-08-31,P001,CREDIT_CARD,0.86796,0.93922,0.892428,1.0,0.25,0.6975,0,0
CUS00000159,2026-08-31,P001,CREDIT_CARD,0.10116,0.0642,0.101236,1.0,0.0,0.7,1,0
CUS00000160,2026-08-31,P001,CREDIT_CARD,0.22904,0.0642,0.449479,0.0,0.0,0.67,0,0
CUS00000161,2026-08-31,P001,CREDIT_CARD,0.16976,0.49752,0.547107,0.0,0.0,0.5325,0,0
CUS00000162,2026-08-31,P001,CREDIT_CARD,0.81392,0.93922,0.663382,1.0,0.0,1.0,0,0
CUS00000163,2026-08-31,P001,CREDIT_CARD,0.6982,0.75982,0.607742,1.0,0.0,0.15,1,0
CUS00000164,2026-08-31,P001,CREDIT_CARD,0.97068,0.93922,0.794002,1.0,0.5,0.7,1,0
CUS00000165,2026-08-31,P001,CREDIT_CARD,0.01,0.2411,0.248041,0.0,0.0,0.5875,0,0
CUS00000166,2026-08-31,P001,CREDIT_CARD,0.90444,0.75982,0.636646,1.0,0.0,0.945,0,0
CUS00000167,2026-08-31,P001,CREDIT_CARD,0.58248,0.2411,0.976602,1.0,0.5,0.6975,0,1
CUS00000168,2026-08-31,P001,CREDIT_CARD,0.33496,0.0642,0.541583,1.0,0.25,0.6975,0,0
CUS00000169,2026-08-31,P001,CREDIT_CARD,0.74744,0.49752,0.41554,1.0,0.0,0.6975,0,1
CUS00000170,2026-08-31,P001,CREDIT_CARD,0.0564,0.0642,0.101236,1.0,0.25,0.615,0,0
CUS00000171,2026-08-31,P001,CREDIT_CARD,0.84404,0.93922,0.692064,1.0,0.25,0.15,1,0
CUS00000172,2026-08-31,P001,CREDIT_CARD,0.45428,0.75982,0.601423,0.0,0.25,0.7,1,0
CUS00000173,2026-08-31,P001,CREDIT_CARD,0.552,0.2411,0.548008,1.0,0.5,0.7,1,0
CUS00000174,2026-08-31,P001,CREDIT_CARD,0.78704,0.93922,0.847864,1.0,0.5,0.15,1,0
CUS00000175,2026-08-31,P001,CREDIT_CARD,0.44288,0.0642,0.90305,0.0,0.0,0.7,1,0
CUS00000176,2026-08-31,P001,CREDIT_CARD,0.53088,0.49752,0.801904,1.0,0.25,0.8075,0,0
CUS00000177,2026-08-31,P001,CREDIT_CARD,0.971,0.75982,0.757557,0.0,1.0,0.7,1,0
CUS00000178,2026-08-31,P001,CREDIT_CARD,0.32092,0.2411,0.101236,1.0,0.25,0.7,1,0
CUS00000179,2026-08-31,P001,CREDIT_CARD,0.20452,0.2411,0.318587,1.0,0.0,0.6975,0,0
CUS00000180,2026-08-31,P001,CREDIT_CARD,0.28368,0.2411,0.928021,1.0,0.75,0.7525,0,1
CUS00000181,2026-08-31,P001,CREDIT_CARD,0.11036,0.0642,0.142468,1.0,0.5,0.615,0,0
CUS00000182,2026-08-31,P001,CREDIT_CARD,0.07256,0.0642,0.197053,0.0,0.25,0.45,0,0
CUS00000183,2026-08-31,P001,CREDIT_CARD,0.10372,0.2411,0.101236,1.0,0.25,0.725,0,0
CUS00000184,2026-08-31,P001,CREDIT_CARD,0.91692,0.93922,0.705881,0.0,1.0,0.5325,0,1
CUS00000185,2026-08-31,P001,CREDIT_CARD,0.62712,0.75982,0.454529,0.0,0.0,0.15,1,0
CUS00000186,2026-08-31,P001,CREDIT_CARD,0.2762,0.0642,0.101236,1.0,0.0,0.7525,0,0
CUS00000187,2026-08-31,P001,CREDIT_CARD,0.69172,0.75982,0.524325,0.0,0.0,0.67,0,1
CUS00000188,2026-08-31,P001,CREDIT_CARD,0.22568,0.0642,0.101236,1.0,0.0,0.15,1,0
CUS00000189,2026-08-31,P001,CREDIT_CARD,0.4698,0.2411,0.101236,1.0,0.25,0.7,1,0
CUS00000190,2026-08-31,P001,CREDIT_CARD,0.84268,0.93922,0.101236,0.0,0.25,0.7,1,0
CUS00000191,2026-08-31,P001,CREDIT_CARD,0.4088,0.2411,0.256276,1.0,0.0,0.615,0,0
CUS00000192,2026-08-31,P001,CREDIT_CARD,0.54664,0.0642,0.926189,1.0,0.9,0.6975,0,1
CUS00000193,2026-08-31,P001,CREDIT_CARD,0.59196,0.75982,0.101236,0.0,0.25,0.45,0,0
CUS00000194,2026-08-31,P001,CREDIT_CARD,0.7438,0.49752,0.761218,1.0,0.25,0.15,1,0
CUS00000195,2026-08-31,P001,CREDIT_CARD,0.69592,0.49752,0.492009,1.0,0.0,0.15,1,0
CUS00000196,2026-08-31,P001,CREDIT_CARD,0.69276,0.0642,0.650811,0.0,0.0,0.5875,0,0
CUS00000197,2026-08-31,P001,CREDIT_CARD,0.47256,0.2411,0.97351,1.0,0.0,0.8625,0,0
CUS00000198,2026-08-31,P001,CREDIT_CARD,0.36936,0.2411,0.902262,1.0,0.0,0.7,1,0
CUS00000199,2026-08-31,P001,CREDIT_CARD,0.9236,0.93922,0.536284,1.0,0.25,0.7,1,0
CUS00000200,2026-08-31,P001,CREDIT_CARD,0.7028,0.49752,0.706021,0.0,0.0,0.7,1,0
CUS00000201,2026-08-31,P001,CREDIT_CARD,0.17424,0.2411,0.101236,1.0,0.0,0.67,0,0
CUS00000202,2026-08-31,P001,CREDIT_CARD,0.6792,0.75982,0.924932,1.0,0.25,0.8075,0,1
CUS00000203,2026-08-31,P001,CREDIT_CARD,0.45132,0.0642,0.4525,1.0,0.0,0.6975,0,0
CUS00000204,2026-08-31,P001,CREDIT_CARD,0.3666,0.2411,0.4525,1.0,0.0,0.6975,0,0
CUS00000205,2026-08-31,P001,CREDIT_CARD,0.46756,0.2411,0.675519,1.0,0.75,0.7,1,0
CUS00000206,2026-08-31,P001,CREDIT_CARD,0.84752,0.49752,0.643576,1.0,0.5,0.15,1,0
CUS00000207,2026-08-31,P001,CREDIT_CARD,0.70944,0.93922,0.356684,1.0,0.0,0.945,0,1
CUS00000208,2026-08-31,P001,CREDIT_CARD,0.82728,0.93922,0.493479,1.0,0.0,0.15,1,0
CUS00000209,2026-08-31,P001,CREDIT_CARD,0.48832,0.49752,0.455025,1.0,0.5,0.945,0,0
CUS00000210,2026-08-31,P001,CREDIT_CARD,0.85136,0.75982,0.909162,1.0,0.0,0.8625,0,0
CUS00000211,2026-08-31,P001,CREDIT_CARD,0.87848,0.93922,0.101236,1.0,0.0,0.7,1,0
CUS00000212,2026-08-31,P001,CREDIT_CARD,0.32024,0.0642,0.636474,1.0,0.0,0.6975,0,1
CUS00000213,2026-08-31,P001,CREDIT_CARD,0.01,0.49752,0.101236,1.0,0.0,0.615,0,0
CUS00000214,2026-08-31,P001,CREDIT_CARD,0.8058,0.49752,0.849297,0.0,0.25,0.5325,0,0
CUS00000215,2026-08-31,P001,CREDIT_CARD,0.37372,0.49752,0.101236,0.0,0.25,0.7,1,0
CUS00000216,2026-08-31,P001,CREDIT_CARD,0.79364,0.93922,0.831236,1.0,0.25,0.6975,0,1
CUS00000217,2026-08-31,P001,CREDIT_CARD,0.9002,0.75982,0.875846,1.0,0.75,0.835,0,1
CUS00000218,2026-08-31,P001,CREDIT_CARD,0.18724,0.0642,0.32041,1.0,0.25,0.15,1,0
CUS00000219,2026-08-31,P001,CREDIT_CARD,0.57428,0.75982,0.101236,1.0,0.0,0.15,1,0
CUS00000220,2026-08-31,P001,CREDIT_CARD,0.14584,0.49752,0.101236,1.0,0.0,0.9175,0,1
CUS00000221,2026-08-31,P001,CREDIT_CARD,0.04132,0.0642,0.101236,0.0,0.0,0.7,1,0
CUS00000222,2026-08-31,P001,CREDIT_CARD,0.32792,0.2411,0.101236,1.0,0.75,0.615,0,0
CUS00000223,2026-08-31,P001,CREDIT_CARD,0.52676,0.75982,0.345286,1.0,0.25,0.835,0,0
CUS00000224,2026-08-31,P001,CREDIT_CARD,0.79112,0.75982,0.682241,1.0,0.25,0.8625,0,1
CUS00000225,2026-08-31,P001,CREDIT_CARD,0.01,0.75982,0.184041,1.0,0.0,0.7525,0,0
CUS00000226,2026-08-31,P001,CREDIT_CARD,0.88952,0.93922,0.599517,1.0,0.0,0.7,1,0
CUS00000227,2026-08-31,P001,CREDIT_CARD,0.34784,0.75982,0.946116,1.0,0.25,0.15,1,0
CUS00000228,2026-08-31,P001,CREDIT_CARD,0.0482,0.2411,0.238626,0.0,0.0,0.7,1,0
CUS00000229,2026-08-31,P001,CREDIT_CARD,0.89984,0.75982,0.101236,0.0,0.9,0.7,1,0
CUS00000230,2026-08-31,P001,CREDIT_CARD,0.38636,0.49752,0.101236,1.0,0.75,0.7,1,0
CUS00000231,2026-08-31,P001,CREDIT_CARD,0.63556,0.49752,0.407892,0.0,0.25,0.5875,0,0
CUS00000232,2026-08-31,P001,CREDIT_CARD,0.32288,0.93922,0.277885,0.0,0.0,0.45,0,0
CUS00000233,2026-08-31,P001,CREDIT_CARD,0.02628,0.2411,0.192304,1.0,0.0,0.615,0,0
CUS00000234,2026-08-31,P001,CREDIT_CARD,0.43952,0.2411,0.391,0.0,0.0,0.7,1,0
CUS00000235,2026-08-31,P001,CREDIT_CARD,0.93476,0.93922,0.671782,1.0,0.25,0.15,1,0
CUS00000236,2026-08-31,P001,CREDIT_CARD,0.9176,0.93922,0.761491,1.0,0.75,0.7,1,0
CUS00000237,2026-08-31,P001,CREDIT_CARD,0.41448,0.2411,0.256276,1.0,0.75,0.615,0,0
